Last Updated At 2026-01-16T18:24:18Z
DATASOURCE (255)                              KIND              HOSTNAME                                                                        PORT OVERRIDE    ROLE
merge-queue-11.eu-central-1a                                             172.21.34.232            i-0edb0661c056fd523    merge-queue
merge-queue-12.ap-southeast-1a                                           172.19.31.218            i-0c2fbff3ec88ed45c    merge-queue
merge-queue-12.eu-central-1a                                             172.21.48.246            i-0863fbd6e92d27498    merge-queue
merge-queue-12.us-east-1a                                                172.30.85.175            i-09e015404b363d5ce    merge-queue
merge-queue-13.ap-southeast-1a                                           172.19.37.129            i-05f6c02661e11d57f    merge-queue
merge-queue-14.ap-southeast-1a                                           172.19.60.241            i-0afe7751e02afe673    merge-queue
merge-queue-14.us-west-1a                                                172.31.17.101            i-0876344ea471b621d    merge-queue
merge-queue-15.us-east-1a                                                172.30.68.41             i-01ec97f205d9d37a9    merge-queue
merge-queue-15.us-west-1a                                                172.31.24.59             i-004b772626b8d89d8    merge-queue
merge-queue-16.us-east-1a                                                172.30.79.195            i-0da84da356176136e    merge-queue
merge-queue-16.us-west-1a                                                172.31.24.65             i-0e629c8518b927d16    merge-queue
merge-queue-17.us-east-1a                                                172.30.93.13             i-00c84d6b2b076b6f9    merge-queue
merge-queue-18.us-east-1a                                                172.30.78.121            i-000d91e1d5434c412    merge-queue
merge-queue-19.eu-central-1a                                             172.21.15.202            i-090c46971bc35e4d6    merge-queue
merge-queue-19.us-east-1a                                                172.30.91.147            i-0bc044ff28a89ef24    merge-queue
merge-queue-2.ap-southeast-1a                                            172.19.35.44             i-067765363bcb961a0    merge-queue
merge-queue-2.us-west-1a                                                 172.31.17.14             i-09722472c7cbca03c    merge-queue
merge-queue-20.eu-central-1a                                             172.21.63.212            i-03f3ea1e4805aab13    merge-queue
merge-queue-20.us-east-1a                                                172.30.68.173            i-0724772ac06be9e4f    merge-queue
merge-queue-21.eu-central-1a                                             172.21.38.40             i-0bad597b09e02ed37    merge-queue
merge-queue-22.eu-central-1a                                             172.21.63.240            i-05226564fd7cb4918    merge-queue
merge-queue-22.us-west-1a                                                172.31.17.100            i-0550669656e432326    merge-queue
merge-queue-23.eu-central-1a                                             172.21.11.210            i-052fe0790b1b1bd58    merge-queue
merge-queue-24.eu-central-1a                                             172.21.37.111            i-0e984f4c04311cc1c    merge-queue
merge-queue-3.ap-southeast-1a                                            172.19.45.16             i-0ddffc3ae734b9c43    merge-queue
merge-queue-3.us-west-1a                                                 172.31.22.172            i-06ef7a3eb6f5c6e51    merge-queue
merge-queue-4.ap-southeast-1a                                            172.19.41.31             i-06c979d981d4fda7f    merge-queue
merge-queue-4.us-east-1a                                                 172.30.88.122            i-0a8cc6297d00635a8    merge-queue
merge-queue-4.us-west-1a                                                 172.31.20.84             i-0fd0704b51e6f7f3d    merge-queue
merge-queue-5.ap-southeast-1a                                            172.19.19.152            i-006eb84e0958e7836    merge-queue
merge-queue-5.us-west-1a                                                 172.31.24.84             i-00db410e9f8d124f9    merge-queue
merge-queue-6.ap-southeast-1a                                            172.19.36.5              i-0f2d56794a3403768    merge-queue
merge-queue-6.us-west-1a                                                 172.31.28.81             i-067b0011e3fb7a879    merge-queue
merge-queue-7.us-east-1a                                                 172.30.73.45             i-0ce486683f7c04673    merge-queue
merge-queue-7.us-west-1a                                                 172.31.28.143            i-0a285a00c080be307    merge-queue
merge-queue-8.us-east-1a                                                 172.30.88.223            i-04a5ac2bfc48430a0    merge-queue
merge-queue-8.us-west-1a                                                 172.31.16.142            i-0b3eacecf92c67278    merge-queue
merge-queue-9.eu-central-1a                                              172.21.25.72             i-0c43b3a2b43c89628    merge-queue
merge-queue-9.us-east-1a                                                 172.30.90.68             i-04959695b22dea1f0    merge-queue
merge-queue-9.us-west-1a                                                 172.31.25.23             i-01ce7114ad967ac04    merge-queue
nats-fiber-4.us-east-1a                                                  172.30.91.183            i-0c470bd7069746fe5    nats
nats-fiber-4.us-west-1a                                                  172.31.27.127            i-013b1f1a418ef5890    nats
nats-fiber-5.ap-southeast-1a                                             172.19.44.253            i-0ee95f308c00f230b    nats
nats-fiber-5.eu-central-1a                                               172.21.1.52              i-0a6ce85aa4a038715    nats
nats-fiber-5.us-east-1a                                                  172.30.93.234            i-0f525c4d7f075c33b    nats
nats-fiber-5.us-west-1a                                                  172.31.28.183            i-0721c6899f9376d36    nats
nats-fiber-6.ap-southeast-1a                                             172.19.20.24             i-0096dcf652516ac29    nats
nats-fiber-6.eu-central-1a                                               172.21.6.232             i-07b81c9248cff8823    nats
nats-fiber-6.us-east-1a                                                  172.30.66.41             i-08591b16985ffbafc    nats
nats-fiber-6.us-west-1a                                                  172.31.22.243            i-02c227bf1b531ab3c    nats
nats-fiber-7.ap-southeast-1a                                             172.19.46.25             i-04914208125afca8e    nats
nats-fiber-7.eu-central-1a                                               172.21.1.62              i-043d799e6211f0d10    nats
nats-fiber-read-1-1.us-east-1a                                           172.30.85.6              i-0ef2c4a987c48fe8e    nats
nats-fiber-read-1-2.us-east-1a                                           172.30.64.40             i-0b21f06e8ff88901c    nats
nats-fiber-read-1-3.us-east-1a                                           172.30.70.103            i-0364cfd0ad7ac6fe8    nats
nats-fiber-read-1.ap-southeast-1a                                        172.19.38.173            i-0549e0e4653fc54c0    nats
nats-fiber-read-1.eu-central-1a                                          172.21.41.34             i-07dffffa26ea9cce3    nats
nats-fiber-read-1.us-west-1a                                             172.31.21.41             i-01b20bcaa4649a9dd    nats
nats-fiber-read-2.ap-southeast-1a                                        172.19.20.143            i-0074d3ab20e1e0e57    nats
nats-fiber-read-2.eu-central-1a                                          172.21.27.216            i-0b150ac3263f83367    nats
nats-fiber-read-2.us-west-1a                                             172.31.31.14             i-0cbc19846fb75a519    nats
nats-fiber-read-3.ap-southeast-1a                                        172.19.7.227             i-0308fe7c24a857a66    nats
nats-fiber-read-3.eu-central-1a                                          172.21.14.96             i-0f1794b7f71c7979c    nats
nats-fiber-read-3.us-west-1a                                             172.31.16.85             i-0dacbb6a7f9bf5cab    nats
nats-staging-10.us-east-1a                                               172.30.65.184            i-040b3e6cc3866b632    nats
nats-staging-2-1.ap-southeast-1a                                         172.19.8.180             i-0f2160fa6d8feaf39    nats
nats-staging-2-1.eu-central-1a                                           172.21.60.147            i-03bab49be9060d0f1    nats
nats-staging-2-1.us-east-1a                                              172.30.85.165            i-0ce35adf43b9427de    nats
nats-staging-2-1.us-west-1a                                              172.31.27.56             i-006bf14333fe2eb40    nats
nats-staging-2-2.ap-southeast-1a                                         172.19.25.14             i-0e5f5fb011dfb1c58    nats
nats-staging-2-2.eu-central-1a                                           172.21.46.20             i-011f2237c125b61c8    nats
nats-staging-2-2.us-east-1a                                              172.30.84.172            i-0199e36e76e41d2ab    nats
nats-staging-2-2.us-west-1a                                              172.31.22.237            i-0b3b89a285488f208    nats
nats-staging-2-3.ap-southeast-1a                                         172.19.27.150            i-05fac7e7210f94207    nats
nats-staging-2-3.eu-central-1a                                           172.21.53.64             i-0a86f9ec3fe834bd2    nats
